price (grands),bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,renovated_age,sqft_living15,sqft_lot15
580,3,2.75,2650,9752,1,0,0,3,9,2650,0,28,0,3030,9910
475,3,2.5,1700,9100,1,0,0,3,8,1160,540,19,0,1590,8374
1309.5,4,2.5,2680,12215,1,1,4,3,9,1590,1090,61,0,2960,19964
700,3,2.5,2530,623779,1,0,0,4,8,2530,0,37,0,2120,100623
590,3,2.5,2520,10223,2,0,0,3,10,2520,0,29,0,2630,10091
264.5,3,2.5,1630,8346,1,0,0,3,8,1630,0,27,0,2110,8619
465,2,1,730,2600,1,0,0,4,6,730,0,99,0,1480,3900
290,3,1,910,7620,1,0,2,3,7,910,0,46,0,1660,7620
1815,4,4.5,4510,12873,2,0,2,3,12,4510,0,19,0,2200,8528
416,3,1,1110,12150,1,0,0,4,7,1110,0,60,0,1490,8200
360,4,2,1450,8940,1,0,0,3,7,1450,0,55,0,1310,8914
585.083,5,2.75,2910,36250,1,0,0,3,8,1590,1320,40,0,2910,37376
840,4,2.75,2600,2750,1.5,0,0,3,7,1620,980,81,0,1960,3705
81,2,1,730,9975,1,0,0,1,5,730,0,74,0,860,9000
1285,3,2.25,2440,9200,1,0,1,4,8,2440,0,67,0,2750,6211
326,4,1.75,2290,7380,1,0,0,3,7,1390,900,54,0,1170,7381
447,2,1,720,7500,1,0,2,3,6,720,0,92,0,1390,5000
185,3,1,940,7125,1.5,0,0,4,7,940,0,59,0,1170,7125
439.95,3,2.5,1540,7773,2,0,0,4,8,1540,0,35,0,1630,7340
234,3,1.5,1140,10300,1.5,0,0,4,6,1140,0,50,0,1250,9975
485,4,2.5,2100,8886,2,0,0,4,7,2100,0,53,0,1840,9058
750,4,1.75,2670,6250,2,0,0,4,8,2020,650,76,0,1820,6250
865,4,2,2750,5527,2,0,0,3,8,2130,620,116,86,1290,1764
287.5,4,2.5,2570,9000,1,0,0,4,8,1590,980,38,0,2120,8571
375,3,1.75,1660,9673,1,0,0,3,7,1130,530,41,0,1260,9681
565,3,2.25,1700,8800,1,0,0,5,7,850,850,48,0,2180,8960
260,4,3,1530,8306,2,0,0,3,7,1530,0,7,0,1930,6925
190,3,1,1260,10900,1,0,0,4,6,1260,0,74,0,1090,8137
399.95,5,2,2760,6420,1,0,0,5,7,1380,1380,53,0,1400,7112
275,3,2.5,1830,7062,2,0,0,3,7,1830,0,27,0,1820,6434
528,3,2.75,2160,4086,1,0,0,3,7,1380,780,30,0,1300,4080
315,3,2,1770,9685,1,0,0,3,5,1770,0,69,0,1520,11122
614.306,2,2.25,2210,5500,1,0,0,4,8,1410,800,49,0,2140,6600
1490,3,3.5,4560,14608,2,0,2,3,12,4560,0,27,0,4050,14226
590,3,2.5,2110,3870,2,0,0,3,9,2110,0,13,0,2300,3870
261.5,3,1,1130,3600,1,0,0,3,6,1130,0,109,0,1710,2231
300,4,2.5,1960,9898,2,0,0,3,8,1960,0,16,0,2130,7662
439,3,2.25,2230,4551,1.5,0,2,5,8,1450,780,89,0,2060,7200
277.554,5,2.25,2350,13000,1,0,0,3,7,2350,0,56,0,1570,11440
215,3,2,1340,8505,1,0,0,3,6,1340,0,86,0,1370,9000
1200,2,2.25,2160,17861,2,1,4,4,9,2160,0,61,0,2660,18530
420,4,2,1700,6375,1,0,0,4,7,850,850,67,0,1470,8360
485,3,2.5,1650,3436,2,0,0,3,7,1650,0,14,0,1680,3446
202.5,3,2,1540,8316,1,0,0,5,6,1540,0,63,0,1250,8316
710,5,3.25,3920,8572,2,0,0,3,9,3920,0,10,0,3335,7258
535,4,2.5,3250,6933,2,0,0,3,8,3250,0,8,0,3030,5308
260,4,1.75,1360,7700,1,0,0,4,7,1360,0,51,0,1321,7756
254,3,2,1480,7480,1,0,0,4,7,1480,0,25,0,1680,7146
600,4,2.5,2360,5226,2,0,0,3,8,2360,0,16,0,2440,5156
285,3,2.5,1800,2516,2,0,0,3,7,1800,0,16,0,1800,2562
800,4,3.75,2540,20662,2,0,0,3,10,2540,0,19,0,2490,37731
165,3,1,1200,13100,1,0,0,3,6,1200,0,74,0,1960,11285
216.5,2,1,710,6960,1,0,0,4,6,710,0,74,0,940,7680
387.99,4,2.5,2640,5595,2,0,0,3,8,2640,0,6,0,1840,5011
500,4,2.5,3010,5040,2,0,0,3,8,3010,0,11,0,1090,5040
650,4,2.5,2770,5612,2,0,0,3,7,2770,0,16,0,2770,5177
646,4,2.5,2310,4079,2,0,0,3,8,2310,0,9,0,1220,4800
323.4,4,3,2060,9138,1,0,0,3,8,1430,630,25,0,2250,7820
300,3,2.5,1880,4200,2,0,0,3,7,1880,0,10,0,2090,4200
712.5,5,2,2280,5400,1.5,0,0,4,7,1340,940,70,0,1770,5000
550,3,1.75,1380,3402,1.5,0,0,3,7,1380,0,117,100,1500,5496
400,3,1,1180,7537,1,0,0,3,7,1180,0,48,0,1220,7425
255,4,1.75,1650,7200,1,0,0,3,7,1100,550,40,0,1620,7374
660,3,1.75,2030,9032,2,0,2,4,7,2030,0,54,0,2350,8937
925,4,2.25,2110,6375,1,0,2,4,8,1600,510,76,0,2760,6375
534,4,2.25,2130,7210,1,0,0,5,7,1330,800,52,0,1310,7896
215,3,1,1690,7700,1,0,0,4,7,1690,0,48,0,1590,7700
1950,3,2.5,2510,12779,1.5,0,4,3,10,2510,0,49,0,2810,12225
1400,5,4.25,3530,7924,2,0,0,3,10,3530,0,16,0,1750,9226
212,3,1.75,1470,8350,1,0,0,3,7,1470,0,27,0,1590,8182
265,3,1.75,1840,7300,1,0,0,3,8,1840,0,51,0,1920,8010
400,3,1.75,1860,5750,1.5,0,0,5,6,1300,560,99,0,1550,5750
311.5,4,2.5,1940,10133,2,0,0,3,8,1940,0,25,0,1940,7265
2328,4,3.5,4420,20759,2,0,0,3,11,4420,0,14,0,3020,20666
225,2,1,800,6050,1,0,0,4,6,800,0,73,0,880,6050
1250,4,2.5,3700,21755,1,0,4,3,11,2620,1080,29,0,3480,13786
380,3,1,1400,8710,1,0,0,4,7,1400,0,69,0,1460,8710
600,4,2.5,2250,11370,2,0,0,3,8,2250,0,26,0,2190,9611
600,3,2.25,2230,9053,2,0,0,4,9,2230,0,30,0,2390,8038
315,3,2.5,1950,3000,2,0,0,3,7,1950,0,16,0,1620,6000
847,5,1,2550,4623,2.5,0,0,4,9,2550,0,112,0,1570,3875
730,4,2.5,2750,10351,2,0,0,3,10,2750,0,19,0,3370,10351
1058,4,2,2290,11137,1,0,0,4,8,2290,0,62,0,2300,10463
1620,4,2.25,2350,17709,2,0,0,4,9,2350,0,40,0,3360,19855
664,2,1.75,1720,5785,1,0,0,3,6,860,860,69,54,1680,5184
454.45,4,3,2810,6000,2,0,0,3,9,2810,0,10,0,2790,6000
341,3,1,940,4200,1,0,0,3,7,940,0,62,0,1380,4080
276.693,4,1,1190,8875,1.5,0,0,4,7,1190,0,71,0,1190,8875
185,2,1,1390,11340,1,0,0,4,7,1390,0,48,0,1200,10224
160,2,2.5,1660,2258,2,0,0,3,7,1660,0,36,0,1740,2390
270,4,2.5,1920,8497,2,0,0,3,8,1920,0,19,0,1940,8436
300,4,1.5,1460,8760,1,0,0,3,7,1460,0,59,0,1610,9375
264.95,3,1.5,1370,10115,1,0,0,4,7,1370,0,60,0,1450,9282
209.95,2,1,1050,6250,1,0,0,4,6,840,210,74,0,1310,12500
850,3,2.5,3360,8708,2,0,0,3,9,3360,0,11,0,1810,4764
645,4,2.5,3160,11380,2,0,0,3,9,3160,0,34,0,2970,10385
855,4,2.25,2480,36974,2,0,0,4,9,2480,0,44,0,3160,35070
632.5,4,1.5,2720,37258,2,0,0,3,10,2720,0,23,0,3270,39714
289.95,3,2.5,2070,5013,2,0,0,3,8,2070,0,30,0,1670,5013
850,2,1.75,2170,25732,1,0,2,4,8,2170,0,65,0,3020,23135
565,4,2.75,3260,4900,2,0,0,3,9,3260,0,4,0,3260,6132
792,3,2.5,2250,19270,2,0,0,3,8,2250,0,18,0,2940,19541
260,3,2.25,1950,9600,1,0,0,4,7,1200,750,30,0,1760,8850
585,3,2,2220,209523,1,0,0,3,7,2220,0,26,0,1600,210830
295.5,3,1.75,1330,10523,1,0,0,3,7,1000,330,36,0,1320,8775
329,4,2,1190,7877,1.5,0,0,5,7,1190,0,71,0,1480,9975
750,3,1.75,2770,15232,1,0,0,3,8,1570,1200,41,0,2340,11400
495,4,2.5,2310,7555,2,0,0,3,9,2310,0,20,0,1980,8416
672.5,3,1.75,1580,5750,1,0,2,4,8,1330,250,70,0,2480,5750
1307,5,3.25,2800,3200,1.5,0,0,5,10,1910,890,85,70,2450,3500
405,3,2.5,1500,9636,2,0,0,3,7,1500,0,23,0,1700,9656
620,3,1.75,2140,5808,1,0,1,3,7,1070,1070,70,0,1930,5808
615,4,2.25,2330,7020,1,0,0,4,8,1450,880,44,0,2330,8500
887,6,2.25,3830,11180,1,0,2,5,9,2440,1390,55,0,2500,10400
1057,4,2.75,4510,5000,2.5,0,2,3,8,3270,1240,76,59,2010,5000
753,4,1.75,2160,39430,1,0,0,4,8,1660,500,43,0,2430,35329
1600,3,2.25,3170,5000,2,0,0,5,10,2230,940,42,0,3170,5400
3710,4,3.5,5550,28078,2,0,2,4,12,3350,2200,17,0,2980,19602
365,3,1.5,1520,8519,1,0,0,3,7,1520,0,63,0,1570,9000
870,4,2.75,3410,23000,2,0,0,4,10,3410,0,35,0,2490,15512
321,4,2.5,1830,9601,2,0,0,3,7,1830,0,14,0,1830,5892
280,3,2.5,1550,4486,2,0,0,3,7,1550,0,17,0,1700,4487
288,3,2.5,1520,3593,2,0,0,3,7,1520,0,13,0,1610,3612
248.5,3,2,1240,12285,1,0,0,3,7,620,620,78,52,1560,11564
330,4,2.5,2380,13550,2,0,0,3,7,2380,0,18,0,1230,9450
740,5,3.5,2720,11454,2,0,0,3,9,1830,890,29,0,2920,11310
445,3,2.5,2210,8010,2,0,0,3,8,2210,0,19,0,2430,9600
198.5,2,1,1050,9600,1,0,0,4,6,1050,0,58,0,990,8880
280,7,2.5,1940,5458,2,0,0,3,7,1940,0,23,0,1710,5688
336.5,3,2.25,1420,3433,2,0,0,4,7,1420,0,36,0,1150,3432
267,3,2.5,1690,10336,2,0,0,4,7,1690,0,28,0,1580,7700
315,3,1,1160,9180,1,0,0,3,7,1160,0,49,0,1160,10282
545,4,2.5,2040,7412,2,0,0,3,8,2040,0,29,0,2050,7830
274.95,3,1.75,1840,16679,1,0,0,3,8,1840,0,28,0,1910,15571
500,2,1,1440,7130,1,0,2,3,7,1210,230,69,0,1970,7130
299,3,1,1390,9624,1.5,0,0,4,7,1390,0,63,0,1440,9624
420,3,2.5,1470,1445,2,0,0,3,8,1160,310,12,0,1470,1525
620,3,2.5,1776,1248,3,0,0,3,8,1604,172,11,0,1780,1248
575.95,3,2.25,1640,12000,1,0,0,3,7,1180,460,50,0,1620,12000
666.5,4,2.5,2860,6600,2,0,0,3,9,2860,0,17,0,2790,6723
180,4,1.5,1740,7292,1,0,0,3,7,1020,720,55,0,1740,7573
261.35,3,1.75,1390,18200,1,0,0,4,7,1390,0,55,0,1810,9675
1030,4,3.5,2730,5607,1,0,0,5,9,1660,1070,69,0,1720,5400
390,3,1.75,1435,8960,1,0,0,4,8,1435,0,48,0,2030,9450
253.5,3,1,1640,12384,1,0,0,4,7,1090,550,63,0,1550,11200
625,4,2.5,2630,48706,2,0,0,3,8,2630,0,31,0,2680,48706
255,4,2.5,1580,7800,1,0,0,4,7,1580,0,58,0,1320,7800
257,3,2.5,1740,3721,2,0,0,3,8,1740,0,8,0,2030,3794
869,2,1.75,1900,13122,1,1,4,3,7,1100,800,63,0,1650,13160
745,4,2.5,3130,10860,2,0,0,3,10,3130,0,27,0,3130,10860
1350,4,3.5,3500,9525,2,0,0,3,10,3500,0,18,0,2630,9525
350,3,1.75,2130,7500,1,0,0,4,7,1090,1040,61,0,1590,7500
475,3,2.5,950,1110,2,0,0,3,8,950,0,14,0,1230,1215
540,3,2.5,1720,11656,2,0,0,3,8,1720,0,30,12,1890,10336
175,2,1,830,2699,1,0,0,3,7,830,0,21,0,1030,3574
100,2,0.75,660,5240,1,0,0,4,4,660,0,105,0,850,5080
890,5,1,2590,4652,2,0,0,4,8,2310,280,110,0,2360,4650
280,3,2.5,1600,4271,2,0,0,3,7,1600,0,17,0,1700,4746
1050,4,4.25,4390,13833,2,0,3,3,10,3320,1070,14,0,3850,11652
486,4,2.5,3560,12047,2,0,0,3,10,3560,0,29,0,3420,11250
670,5,2.5,2860,68519,2,0,0,5,8,2860,0,59,0,1670,35910
480,3,2.5,1640,7847,2,0,0,3,8,1640,0,30,0,1870,6079
440,3,1.75,1500,6180,1,0,0,4,6,1060,440,70,0,1740,6180
1500,3,3.25,3990,8505,2,0,2,3,9,2870,1120,95,77,3640,8505
743.7,4,2.5,2610,33206,2,0,0,3,10,2610,0,29,0,2870,28295
449.95,3,1.75,1470,7590,1,0,0,3,7,1470,0,29,0,1700,5080
367,2,1,700,2334,1,0,0,3,7,700,0,72,0,2300,5000
1185,4,3.25,3960,12895,2,0,0,3,11,3960,0,16,0,3870,12040
201,3,1,900,7576,1,0,0,4,6,900,0,58,0,1220,7452
575,3,1.75,2010,3800,2,0,0,2,7,2010,0,95,0,1540,3800
295,3,2.5,1940,10350,1,0,0,3,7,1420,520,38,0,1810,7800
190,3,1,1510,8760,1,0,0,4,6,1510,0,71,0,1040,7828
742.5,2,3,2020,5000,1,0,0,3,8,1350,670,65,0,1160,1118
875,6,3.5,4430,11453,2,0,0,3,9,3000,1430,16,0,2730,5661
1387,4,3.5,4010,10880,2,0,3,4,11,3150,860,27,0,3530,17310
600,4,2.25,3070,8400,2,0,0,4,8,3070,0,47,0,1880,8000
207,3,1.5,1460,11100,1,0,0,3,7,1460,0,61,0,1460,11100
650,4,2.75,3260,5335,2,0,0,3,9,3260,0,14,0,3180,5438
275,2,1,830,5610,1,0,0,3,6,830,0,95,0,1310,2793
1200,4,2.5,2390,4200,2,0,0,3,9,2150,240,93,0,2800,5250
262.5,3,2,1130,7200,1,0,0,4,6,1130,0,73,0,1270,7500
399,2,1,1120,8661,1,0,0,3,7,1120,0,71,0,1470,7205
139,4,1.5,1410,10648,1,0,0,4,7,1410,0,51,0,1410,10522
575,3,2.5,1750,4797,2,0,0,4,7,1750,0,26,0,1750,4293
580,2,1,1040,3200,1,0,0,3,7,1040,0,91,0,1890,4000
468,3,2.25,1630,2490,2,0,0,3,7,1630,0,13,0,1630,2680
230,3,1,1380,10112,1,0,0,4,7,940,440,54,0,1240,10112
675,4,4,3680,18804,2,0,0,3,10,3680,0,27,0,3200,15954
318,3,1,1250,20040,1,0,0,3,7,1250,0,47,0,1640,19840
332.1,5,3.5,2660,6978,2,0,0,3,8,1980,680,21,0,2220,7294
175,2,1,620,6600,1,0,0,3,6,620,0,54,0,1050,6600
817,4,2.25,2600,10660,2,0,0,4,8,2600,0,38,0,3150,10660
1200,4,3,2150,8119,2,0,0,3,8,2150,0,64,51,1590,8119
525,3,1.75,1470,6550,1,0,2,3,7,1070,400,101,0,1440,6550
189,3,1,1380,7282,1.5,0,0,5,6,1380,0,102,0,860,4826
629.95,3,2.5,1680,1683,2,0,0,3,9,1120,560,3,0,1610,1618
641.5,1,1,1000,9084,1,1,3,3,7,1000,0,67,0,1090,6536
490,3,2.25,1630,7573,1,0,2,3,7,1230,400,34,0,1550,7695
415,3,1.75,1790,15142,1,0,0,3,7,1360,430,41,0,1910,7500
250,2,1,890,6380,1,0,0,3,6,890,0,66,0,990,6380
781,3,1.5,1290,8175,1,0,0,4,7,820,470,65,0,2130,8577
400,4,2.25,2420,7927,1,0,0,4,7,1400,1020,44,0,2120,7693
935,4,3,3680,7105,2,0,2,3,10,2890,790,9,0,1580,6815
575,4,2.5,3020,17810,1,0,0,3,9,1600,1420,38,0,2500,15815
1660,4,3.25,4240,11189,2,0,2,3,10,4240,0,11,0,3390,12540
302.3,5,2.75,3130,9450,1,0,0,4,8,1580,1550,44,0,1900,9000
355,2,1,900,6656,1,0,0,3,7,900,0,77,0,1230,6400
1538,3,2.25,2880,7599,1,0,2,3,9,1710,1170,59,44,2920,12401
926.25,4,1.75,2390,17717,1,0,0,4,8,2390,0,53,0,2390,10730
300,3,1.75,1450,7620,1,0,0,4,7,1050,400,62,0,1380,7620
361.5,3,1.75,1070,9000,1,0,0,4,7,1070,0,39,0,1700,8400
616,3,1.5,1740,9840,1,0,0,4,8,1740,0,54,0,1930,9840
395,2,1.75,1210,1161,2,0,0,3,8,1210,0,3,0,1700,2285
245,3,1.5,2100,10000,1,0,0,4,7,2100,0,63,0,1300,7500
206,3,1,1060,9600,1,0,0,4,6,1060,0,55,0,1060,9604
706,4,2.5,3280,16575,1,0,0,3,9,2190,1090,45,0,1570,13209
578,3,1.5,1660,6000,1.5,0,0,3,7,1660,0,80,0,1640,6000
341.95,5,3,3070,5252,2,0,0,3,8,3070,0,12,0,2760,5203
305,3,1,1150,9048,1,0,0,2,7,1150,0,95,0,1550,8207
575,3,2.75,1710,3600,1,0,0,3,7,1590,120,108,0,1710,3600
330,3,1,1180,43124,1,0,0,4,6,1180,0,58,0,1410,43560
445,4,2.25,2130,7200,2,0,0,3,7,2130,0,45,0,1990,7200
333,3,1,1050,7560,1,0,0,3,7,1050,0,66,0,1490,7560
598.5,4,2.5,2520,3980,2,0,0,3,8,2520,0,12,0,2610,3980
225,2,1,700,6000,1,0,0,3,6,700,0,74,0,1320,6000
570,4,2.5,2640,4200,2,0,0,3,8,2640,0,19,0,2460,4200
630,5,2,2330,6783,1,0,0,3,7,1310,1020,61,0,1930,6783
779,5,2.25,2830,7738,2,0,0,4,8,2830,0,40,0,2300,9840
760,4,3.5,3720,13591,2,0,3,3,10,3720,0,13,0,4210,14282
322.968,5,1.75,1890,9600,1,0,0,4,7,1890,0,57,0,2350,5308
595,4,2.5,2910,7287,2,0,0,3,8,2910,0,19,0,2420,6180
321,4,1,1300,18836,1,0,0,4,7,1300,0,76,0,1540,8498
653,3,2.25,2770,57745,2,0,0,3,8,2770,0,32,0,2720,46765
750,4,1.75,2520,21834,1,1,4,3,8,1420,1100,57,0,1700,8100
530,3,1,1340,4284,1,0,0,3,7,1080,260,107,0,1960,4080
352.75,2,1.75,1060,1241,2,0,0,3,7,960,100,9,0,1170,1400
424.95,4,2.5,2480,8563,2,0,0,3,8,2480,0,25,0,2460,8660
427,5,2.75,2220,4000,1,0,0,3,7,1230,990,44,0,1580,4000
558,4,2.5,3220,5120,2,0,0,3,9,2420,800,17,0,1770,7680
438.2,2,2,1600,5643,1,0,0,3,7,1600,0,63,0,1600,5746
340,1,1,640,4800,1,0,0,3,6,640,0,99,0,1250,2847
830.005,4,3.75,3610,7904,3,0,0,3,11,3290,320,23,0,2460,7300
548,4,3.25,3420,5012,2,0,0,3,10,2330,1090,9,0,2320,5465
411.715,3,1.75,1840,5101,1,0,0,5,7,1040,800,65,0,1340,5000
865,4,4,2790,16117,2,0,0,4,9,2790,0,18,0,2740,25369
1750,6,4.25,5860,13928,2,0,3,3,10,4150,1710,4,0,5790,13928
688,3,3,3450,16200,2,0,0,3,10,3450,0,34,0,3130,12150
399.95,4,2.5,2350,5100,2,0,0,3,8,2350,0,14,0,2190,5100
555,3,1,1250,4590,1.5,0,0,3,6,970,280,114,0,1830,4080
677,3,2,2000,3207,1,0,0,4,7,1100,900,101,0,1460,3200
539,3,2,2260,9568,1,0,0,3,8,1780,480,32,0,2250,9744
410,3,1.75,1510,6597,1,0,0,4,6,950,560,78,0,1460,5320
472,2,2.25,1800,2748,2,0,0,4,9,1800,0,38,0,1800,2755
755,3,2.5,2420,8856,1,0,3,3,9,1620,800,60,0,2650,9750
269.9,5,1.75,1750,8325,1,0,0,5,7,1750,0,51,0,1430,8325
667.4,4,2.5,2660,40312,2,0,0,4,8,2660,0,40,0,2650,45302
1220,3,2.25,2640,7544,1,0,0,3,10,2640,0,22,0,2650,7904
544,3,2.5,1460,1613,2,0,0,3,8,1180,280,10,0,1460,1403
800,2,1,1570,5000,1.5,0,3,4,8,1570,0,93,0,1760,3000
315,3,1,1010,7500,1,0,0,4,7,1010,0,42,0,1250,10000
227,4,1,1200,7200,1.5,0,0,3,6,1200,0,73,0,1070,6050
765,4,2.5,4040,25752,2,0,0,3,10,4040,0,17,0,3230,22247
625,3,3,1820,1641,3,0,0,3,8,1540,280,11,0,1720,1501
1875,4,5,5810,7440,2,0,0,3,10,3790,2020,13,0,3010,7200
822.6,4,2.5,3010,9600,1,0,2,3,9,1510,1500,38,0,2780,10000
515,4,2.5,1910,8947,1,0,0,4,8,1160,750,47,0,1920,7350
377,4,2,1640,5014,1,0,0,4,7,930,710,35,0,1600,5452
600,3,1,1480,17360,1,0,1,3,8,1480,0,63,0,2250,8720
525.3,4,1.75,2520,7770,1,0,0,3,8,1680,840,52,0,2340,7770
760,4,3,2840,13554,1,0,2,4,9,1990,850,43,0,2840,16940
202,2,1,840,7200,1,0,0,4,5,840,0,110,0,1030,7200
470,3,2,1730,38884,1,0,0,3,8,1730,0,20,0,2130,91040
810,3,2.5,3140,10983,2,0,0,3,10,3140,0,26,0,3140,10983
175,3,1,1480,8415,1,0,0,3,7,1080,400,50,0,1780,8512
440,4,1.75,1920,7986,1,0,0,3,7,960,960,65,0,1700,7452
197,2,1,770,8636,1,0,0,2,6,770,0,66,0,1110,8636
254,3,1,1010,7384,1,0,2,5,6,1010,0,74,0,1010,8000
405,3,1,1460,10000,1.5,0,0,3,7,1460,0,15,0,1910,10000
416,2,1,940,4264,1,0,0,5,7,940,0,68,0,1630,4472
779.95,4,2.75,2840,4864,3,0,0,3,9,2840,0,3,0,2990,5314
200,4,2.75,1910,7210,1,0,0,4,7,1430,480,37,0,1750,7446
658.1,4,2.5,2430,8509,2,0,0,3,9,2430,0,25,0,2760,8509
397,2,1.75,1610,4104,1,0,0,3,7,950,660,21,0,1510,5284
815,3,3.75,2780,5002,2,0,0,3,10,2780,0,18,0,3110,5717
345,2,1,1160,8504,1,0,0,4,7,1160,0,68,0,1320,8504
305.5,4,2.5,1850,7199,2,0,0,4,7,1850,0,28,0,1940,7432
340,3,2.25,2120,13090,1,0,0,3,8,2120,0,20,0,1400,12039
330,5,2.5,2620,12763,1,0,0,3,7,1400,1220,38,0,2390,9156
269,4,2.5,2060,3608,2,0,0,3,7,2060,0,13,0,2060,3608
349.95,3,1,1060,9525,1,0,0,3,7,1060,0,51,0,1630,9525
431,3,1,1500,6240,1,0,0,4,7,1500,0,64,0,1230,6240
735,4,1.75,2380,5700,2,0,1,4,7,1820,560,71,0,2190,5700
414,5,3,3045,5030,2,0,0,3,8,3045,0,18,0,3045,5322
619.5,3,2.5,1700,4105,2,0,0,3,8,1700,0,25,0,1880,3665
675,3,1.75,1240,13869,1,0,0,4,7,1240,0,60,0,1970,7790
380.5,3,1,1410,7854,1,0,0,4,7,1410,0,46,0,1460,7500
253,3,1.5,880,6600,1,0,0,5,6,880,0,72,0,1020,6600
157.5,2,1,740,9003,1,0,0,3,5,740,0,68,0,1230,8050
627,4,2,2030,9300,1,0,0,4,8,2030,0,41,0,1800,9018
469.5,4,2.5,2090,7241,1,0,0,4,7,1140,950,16,0,1510,7402
319.95,2,1,920,8341,1,0,0,3,7,920,0,78,0,2330,9792
249.5,3,1,1180,7200,1,0,0,4,7,1180,0,49,0,1180,7200
485,3,1,1260,3230,1.5,0,0,3,7,1260,0,110,0,1700,3500
1125,5,3,3690,10260,1,0,4,4,9,2070,1620,50,0,3160,14000
314.5,3,1.75,1700,17355,1,0,0,3,7,1200,500,39,0,1900,9528
220,2,1,770,8149,1,0,0,3,6,770,0,69,0,880,8149
444.95,3,2.5,2020,7800,1,0,0,4,7,1330,690,59,0,1870,7800
598,4,2.5,2030,9825,1,0,0,3,8,1330,700,32,0,2180,7500
699.85,4,3.5,2690,6164,2,0,0,3,9,2690,0,15,0,2910,5000
595,3,2.5,1750,3354,2,0,0,4,7,1750,0,26,0,1750,4286
735,4,2.5,3270,45537,2,0,0,3,9,3270,0,24,0,2670,38827
542.5,4,2.5,2330,14289,2,0,0,4,8,2330,0,39,0,2210,12823
450,3,1.75,1720,6960,1,0,0,3,7,1140,580,39,0,1720,7280
298.5,3,2,2420,8800,1,0,0,4,7,1420,1000,58,0,1546,8666
403.95,2,1,710,1136,2,0,0,4,7,710,0,74,0,1370,1173
271,2,1,710,4240,1,0,0,4,6,710,0,75,0,850,5200
335,2,1,1510,3844,1,0,0,4,7,1510,0,94,47,1170,3844
305,2,2.25,1610,1968,2,0,0,5,7,1610,0,38,0,1950,1968
630,3,3,1880,2200,2,0,0,3,8,1520,360,10,0,1500,1426
253,2,1.75,1220,5000,1,0,0,5,7,860,360,96,0,1120,5000
395,4,1.75,2060,7900,1,0,0,4,7,1070,990,60,0,1830,8000
265,3,2.5,1340,10290,1,0,0,4,7,1140,200,36,0,1760,7903
225,2,1,1030,9192,1,0,0,4,6,1030,0,58,0,1030,9190
338.5,4,2.5,2717,4513,2,0,0,3,8,2717,0,12,0,2550,4841
300,2,1.75,1360,8100,1,0,0,3,7,860,500,42,0,1830,6766
255,2,1,1260,7810,2,0,0,3,6,1260,0,72,0,1260,7755
337,4,3,2240,8504,2,0,0,3,7,2240,0,25,0,1570,8460
324.9,3,2.25,2080,9740,2,0,0,3,8,2080,0,29,0,2080,8705
821,3,2.75,2760,8476,1,0,0,4,8,1690,1070,50,0,2610,9835
500,4,2.75,3000,213008,1,0,0,4,8,3000,0,42,0,2300,74191
885,4,3.5,3310,6000,2,0,2,3,8,2200,1110,7,0,1420,6000
360,4,2,1630,10375,1,0,0,5,7,1630,0,49,0,1360,10026
304,3,1,900,7500,1,0,0,4,7,900,0,45,0,1960,7500
376,2,1,880,2400,1,0,0,3,6,760,120,99,0,1180,6300
425,4,1.5,1620,7875,1,0,0,3,7,1620,0,61,0,1890,8400
1180.5,3,1.75,1610,7200,1,0,0,3,8,1090,520,44,0,3790,7200
187,3,2.5,1730,1803,2,0,0,3,7,1730,0,12,0,1190,7980
710,2,1.5,1640,4080,1.5,0,0,5,7,1540,100,101,0,1880,4080
585,3,1.75,1840,7350,1,0,0,3,8,1370,470,43,0,1920,8518
1400,5,4,4700,22326,2,0,0,3,11,4700,0,15,0,4730,27110
1980,4,3.5,4500,44384,1,0,0,3,12,3340,1160,27,0,2540,26287
250,3,1.75,1780,35233,1,0,0,4,8,1420,360,38,0,1950,17334
950,4,2.75,3800,12200,2,0,3,4,10,3800,0,31,0,3710,14796
725,3,2.5,2980,16996,2,0,0,3,10,2980,0,25,0,2980,15438
505,4,2.5,2780,6369,1,0,0,3,8,1590,1190,39,0,2170,7490
90,1,1,560,4120,1,0,0,3,4,560,0,70,0,980,4120
400,4,2,2060,3060,2,0,0,3,7,2060,0,49,0,1630,3766
407,3,1,1140,7785,1,0,0,3,8,1140,0,63,0,2080,10620
651,3,1.5,1890,4400,1.5,0,0,5,7,1890,0,98,0,1620,4080
485,3,2.25,2090,7450,1,0,0,3,7,1350,740,39,0,1740,7644
460,4,2.75,3460,13168,2,0,0,4,8,3460,0,85,54,1500,7670
369,2,1,1320,6135,1,0,0,4,7,880,440,75,0,1050,4693
355,2,1,1240,27042,1,0,1,3,6,1000,240,74,0,2140,20059
155,2,1,810,4755,1,0,0,3,7,810,0,37,0,1180,4755
1000,3,1,1880,5450,1.5,0,0,4,8,1880,0,93,0,2580,5450
419.625,4,2.5,2680,11590,2,0,0,4,9,2680,0,29,0,2580,8225
435,3,2,2040,6880,2,0,0,4,7,2040,0,63,0,1710,7597
379,4,1.75,2180,7876,1,0,0,4,7,1290,890,40,0,1960,7225
